# Project Volt WS4 - R22a SOC trajectories, mode (b) pure series at the delivered pack, all 8 VOLT-REG seeds x 3 ordered cases
# decimated to 5.0 s (every 50th 10 Hz sample); the full-rate reference trajectory is in data/trace_series_duty_v2_nominal_seed23_10Hz.csv
# SOC is fraction of USABLE bus energy (11.083608 kWh)
case,seed,t_s,SOC,P_bus_load_kW,P_batt_bus_kW,engine_on
nominal,23,2445.0,0.350348,65.0079,15.6060,1
nominal,23,2450.0,0.353031,50.3993,30.2146,1
nominal,23,2455.0,0.355406,59.8415,20.7724,1
nominal,23,2460.0,0.357398,46.6863,33.9276,1
nominal,23,2465.0,0.360027,65.7876,14.8263,1
nominal,23,2470.0,0.361563,78.7167,1.8972,1
nominal,23,2475.0,0.362520,72.0374,8.5765,1
nominal,23,2480.0,0.363501,74.3933,6.2206,1
nominal,23,2485.0,0.364428,74.7442,5.8697,1
nominal,23,2490.0,0.364193,81.7292,-1.1153,1
nominal,23,2495.0,0.362991,85.1725,-4.5586,1
nominal,23,2500.0,0.362351,92.5946,-11.9807,1
nominal,23,2505.0,0.360914,97.3146,-16.7007,1
nominal,23,2510.0,0.360029,86.4134,-5.7995,1
nominal,23,2515.0,0.359319,94.3385,-13.7247,1
nominal,23,2520.0,0.357176,86.5395,-5.9257,1
nominal,23,2525.0,0.358139,80.5614,0.0525,1
nominal,23,2530.0,0.357856,74.8878,5.7261,1
nominal,23,2535.0,0.357482,68.1447,12.4692,1
nominal,23,2540.0,0.359516,71.4282,9.1857,1
nominal,23,2545.0,0.361318,63.5245,17.0894,1
nominal,23,2550.0,0.361174,82.8287,-2.2148,1
nominal,23,2555.0,0.361072,76.7679,3.8460,1
nominal,23,2560.0,0.362542,53.9449,26.6690,1
nominal,23,2565.0,0.365953,48.5180,32.0959,1
nominal,23,2570.0,0.369047,47.3887,33.2251,1
nominal,23,2575.0,0.372236,56.5704,24.0434,1
nominal,23,2580.0,0.376216,34.3018,46.3121,1
nominal,23,2585.0,0.382137,35.1475,45.4664,1
nominal,23,2590.0,0.389084,29.9475,50.6664,1
nominal,23,2595.0,0.393975,45.1987,35.4152,1
nominal,23,2600.0,0.398822,34.2463,46.3676,1
nominal,23,2605.0,0.404485,46.6596,33.9543,1
nominal,23,2610.0,0.409243,43.4375,37.1764,1
nominal,23,2615.0,0.414909,37.3532,43.2607,1
nominal,23,2620.0,0.418108,56.7324,23.8815,1
nominal,23,2625.0,0.422303,43.4432,37.1707,1
nominal,23,2630.0,0.427275,41.2112,39.4027,1
nominal,23,2635.0,0.430319,53.4670,27.1469,1
nominal,23,2640.0,0.434581,30.8367,49.7772,1
nominal,23,2645.0,0.439924,27.1729,53.4410,1
nominal,23,2650.0,0.444899,50.2377,30.3762,1
nominal,23,2655.0,0.449011,59.4328,21.1810,1
nominal,23,2660.0,0.451397,62.6673,17.9466,1
nominal,23,2665.0,0.453327,66.8053,13.8086,1
nominal,23,2670.0,0.454740,71.0195,9.5944,1
nominal,23,2675.0,0.455689,74.3056,6.3083,1
nominal,23,2680.0,0.455982,84.4663,-3.8524,1
nominal,23,2685.0,0.455543,83.2070,-2.5931,1
nominal,23,2690.0,0.455410,79.1477,1.4662,1
nominal,23,2695.0,0.456651,65.1723,15.4416,1
nominal,23,2700.0,0.458885,59.8626,20.7513,1
nominal,23,2705.0,0.461623,56.7009,23.9130,1
nominal,23,2710.0,0.464638,56.0131,24.6008,1
nominal,23,2715.0,0.468645,39.2959,41.3180,1
nominal,23,2720.0,0.473349,37.7105,42.9034,1
nominal,23,2725.0,0.476431,69.5920,11.0219,1
nominal,23,2730.0,0.477702,68.3310,12.2829,1
nominal,23,2735.0,0.479491,64.7635,15.8504,1
nominal,23,2740.0,0.480076,77.8803,2.7336,1
nominal,23,2745.0,0.481629,82.0841,-1.4703,1
nominal,23,2750.0,0.481876,73.3551,7.2588,1
nominal,23,2755.0,0.482946,67.9901,12.6237,1
nominal,23,2760.0,0.484549,63.6358,16.9781,1
nominal,23,2765.0,0.486177,79.6910,0.9229,1
nominal,23,2770.0,0.485145,86.4654,-5.8515,1
nominal,23,2775.0,0.485496,96.6081,-15.9942,1
nominal,23,2780.0,0.482600,105.2246,-24.6107,1
nominal,23,2785.0,0.479929,101.2057,-20.5918,1
nominal,23,2790.0,0.475755,118.2388,-37.6249,1
nominal,23,2795.0,0.471098,109.7651,-29.1512,1
nominal,23,2800.0,0.466786,107.3289,-26.7150,1
nominal,23,2805.0,0.463234,104.5676,-23.9537,1
nominal,23,2810.0,0.460433,106.0721,-25.4582,1
nominal,23,2815.0,0.457124,103.6015,-22.9876,1
nominal,23,2820.0,0.452958,117.9514,-37.3375,1
nominal,23,2825.0,0.449615,118.2566,-37.6427,1
nominal,23,2830.0,0.445611,109.4588,-28.8449,1
nominal,23,2835.0,0.442616,92.8547,-12.2408,1
nominal,23,2840.0,0.440817,100.1037,-19.4898,1
nominal,23,2845.0,0.437155,114.7116,-34.0977,1
nominal,23,2850.0,0.435200,86.4036,-5.7897,1
nominal,23,2855.0,0.432329,97.8585,-17.2446,1
nominal,23,2860.0,0.431016,85.4837,-4.8698,1
nominal,23,2865.0,0.431090,74.8193,5.7946,1
nominal,23,2870.0,0.432137,59.0521,21.5618,1
nominal,23,2875.0,0.433600,76.6554,3.9585,1
nominal,23,2880.0,0.434977,69.4734,11.1404,1
nominal,23,2885.0,0.435428,72.1555,8.4584,1
nominal,23,2890.0,0.436127,69.2783,11.3356,1
nominal,23,2895.0,0.438462,72.1542,8.4597,1
nominal,23,2900.0,0.438061,83.8003,-3.1864,1
nominal,23,2905.0,0.437962,91.9048,-11.2909,1
nominal,23,2910.0,0.436650,87.5186,-6.9047,1
nominal,23,2915.0,0.437400,76.4302,4.1837,1
nominal,23,2920.0,0.438660,80.7435,-0.1296,1
nominal,23,2925.0,0.438575,76.0893,4.5246,1
nominal,23,2930.0,0.439431,72.6677,7.9462,1
nominal,23,2935.0,0.440344,73.7947,6.8192,1
nominal,23,2940.0,0.441058,75.6402,4.9737,1
nominal,23,2945.0,0.441579,76.7677,3.8462,1
nominal,23,2950.0,0.442067,76.1468,4.4671,1
nominal,23,2955.0,0.442774,73.1178,7.4961,1
nominal,23,2960.0,0.443990,67.8732,12.7407,1
nominal,23,2965.0,0.445947,61.1348,19.4791,1
nominal,23,2970.0,0.448751,54.2443,26.3695,1
nominal,23,2975.0,0.452235,50.4633,30.1506,1
nominal,23,2980.0,0.455900,51.2094,29.4045,1
nominal,23,2985.0,0.459202,56.2232,24.3907,1
nominal,23,2990.0,0.461688,64.3192,16.2947,1
nominal,23,2995.0,0.463092,73.6382,6.9757,1
nominal,23,3000.0,0.464060,21.3634,59.2505,1
nominal,23,3005.0,0.470896,44.2356,36.3783,1
nominal,23,3010.0,0.472936,67.7152,12.8987,1
nominal,23,3015.0,0.473287,89.0326,-8.4187,1
nominal,23,3020.0,0.473865,67.7504,12.8635,1
nominal,23,3025.0,0.474764,67.4798,13.1341,1
nominal,23,3030.0,0.475614,84.8589,-4.2450,1
nominal,23,3035.0,0.476367,68.1478,12.4661,1
nominal,23,3040.0,0.476726,80.6523,-0.0385,1
nominal,23,3045.0,0.476772,91.0697,-10.4558,1
nominal,23,3050.0,0.473811,101.8429,-21.2290,1
nominal,23,3055.0,0.471900,92.9553,-12.3414,1
nominal,23,3060.0,0.470351,107.6980,-27.0842,1
nominal,23,3065.0,0.467537,95.5211,-14.9072,1
nominal,23,3070.0,0.464848,103.5019,-22.8880,1
nominal,23,3075.0,0.461946,105.8302,-25.2163,1
nominal,23,3080.0,0.458593,105.4036,-24.7897,1
nominal,23,3085.0,0.456167,89.0106,-8.3967,1
nominal,23,3090.0,0.456420,81.5731,-0.9592,1
nominal,23,3095.0,0.456494,85.6426,-5.0287,1
nominal,23,3100.0,0.456750,76.4873,4.1266,1
nominal,23,3105.0,0.457467,64.4108,16.2031,1
nominal,23,3110.0,0.456921,95.0393,-14.4255,1
nominal,23,3115.0,0.455568,84.3917,-3.7778,1
nominal,23,3120.0,0.455543,73.7037,6.9102,1
nominal,23,3125.0,0.457335,74.6050,6.0089,1
nominal,23,3130.0,0.458175,88.8181,-8.2042,1
nominal,23,3135.0,0.458622,83.1037,-2.4898,1
nominal,23,3140.0,0.459922,62.7984,17.8155,1
nominal,23,3145.0,0.461666,72.0752,8.5387,1
nominal,23,3150.0,0.463351,61.6197,18.9942,1
nominal,23,3155.0,0.465053,67.4591,13.1548,1
nominal,23,3160.0,0.465035,82.8284,-2.2145,1
nominal,23,3165.0,0.466405,81.2155,-0.6016,1
nominal,23,3170.0,0.465096,88.9759,-8.3620,1
nominal,23,3175.0,0.464791,82.9742,-2.3603,1
nominal,23,3180.0,0.463150,80.5282,0.0857,1
nominal,23,3185.0,0.462757,93.2542,-12.6404,1
nominal,23,3190.0,0.462322,89.6255,-9.0116,1
nominal,23,3195.0,0.460977,98.5873,-17.9734,1
nominal,23,3200.0,0.459058,95.5475,-14.9336,1
nominal,23,3205.0,0.458202,80.0532,0.5607,1
nominal,23,3210.0,0.458535,70.2914,10.3225,1
nominal,23,3215.0,0.458863,73.4816,7.1322,1
nominal,23,3220.0,0.458169,89.8893,-9.2754,1
nominal,23,3225.0,0.457192,90.5017,-9.8878,1
nominal,23,3230.0,0.455438,92.4379,-11.8240,1
nominal,23,3235.0,0.454678,92.7291,-12.1152,1
nominal,23,3240.0,0.454823,73.9331,6.6808,1
nominal,23,3245.0,0.453505,103.3961,-22.7822,1
nominal,23,3250.0,0.452552,74.8447,5.7692,1
nominal,23,3255.0,0.455206,11.2386,69.3753,1
nominal,23,3260.0,0.463538,37.4347,43.1792,1
nominal,23,3265.0,0.467206,51.1948,29.4191,1
nominal,23,3270.0,0.472847,35.6616,44.9523,1
nominal,23,3275.0,0.478243,20.3266,60.2873,1
nominal,23,3280.0,0.485457,20.4603,60.1536,1
nominal,23,3285.0,0.492389,33.6312,46.9827,1
nominal,23,3290.0,0.497806,40.4626,40.1513,1
nominal,23,3295.0,0.504177,22.9929,57.6210,1
nominal,23,3300.0,0.510887,36.7431,43.8708,1
nominal,23,3305.0,0.516293,33.1992,47.4147,1
nominal,23,3310.0,0.522008,31.3784,49.2355,1
nominal,23,3315.0,0.527767,37.1832,43.4307,1
nominal,23,3320.0,0.534132,17.3747,63.2392,1
nominal,23,3325.0,0.541957,16.3527,64.2612,1
nominal,23,3330.0,0.548585,16.5395,64.0744,1
nominal,23,3335.0,0.555846,23.1751,57.4387,1
nominal,23,3340.0,0.562612,22.1327,58.4812,1
nominal,23,3345.0,0.568461,33.0220,47.5919,1
nominal,23,3350.0,0.573012,49.4461,31.1678,1
nominal,23,3355.0,0.578816,32.9140,47.6999,1
nominal,23,3360.0,0.583508,55.6211,24.9928,1
nominal,23,3365.0,0.587284,46.9460,33.6679,1
nominal,23,3370.0,0.591041,38.4004,42.2134,1
nominal,23,3375.0,0.594681,51.3434,29.2705,1
nominal,23,3380.0,0.600092,28.5832,52.0307,1
nominal,23,3385.0,0.605988,34.4668,46.1471,1
nominal,23,3390.0,0.610958,42.8754,37.7385,1
nominal,23,3395.0,0.616539,37.2515,43.3624,1
nominal,23,3400.0,0.621372,37.8903,42.7236,1
nominal,23,3405.0,0.626564,47.2788,33.3351,1
nominal,23,3410.0,0.630188,50.6319,29.9820,1
nominal,23,3415.0,0.646357,-66.8579,147.4718,1
nominal,23,3420.0,0.664274,-66.6590,147.2729,1
nominal,23,3425.0,0.681213,-49.1486,129.7625,1
nominal,23,3430.0,0.695658,-27.3823,107.9962,1
nominal,23,3435.0,0.707312,-1.1403,81.7542,1
nominal,23,3440.0,0.716888,2.0000,78.6139,1
nominal,23,3445.0,0.726443,2.0000,78.6139,1
nominal,23,3450.0,0.735999,2.0000,78.6139,1
nominal,23,3455.0,0.745554,2.0000,78.6139,1
nominal,23,3460.0,0.750007,2.0000,-2.0000,0
nominal,23,3465.0,0.749748,2.0000,-2.0000,0
nominal,23,3470.0,0.749490,2.0000,-2.0000,0
nominal,23,3475.0,0.749158,8.1736,-8.1736,0
nominal,23,3480.0,0.746161,37.7446,-37.7446,0
nominal,23,3485.0,0.739310,67.6756,-67.6756,0
nominal,23,3490.0,0.729388,77.6458,-77.6458,0
nominal,23,3495.0,0.719577,74.4511,-74.4511,0
nominal,23,3500.0,0.710132,71.8911,-71.8911,0
nominal,23,3505.0,0.700998,69.5804,-69.5804,0
nominal,23,3510.0,0.692158,67.3368,-67.3368,0
nominal,23,3515.0,0.683601,65.2200,-65.2200,0
nominal,23,3520.0,0.675293,63.5534,-63.5534,0
nominal,23,3525.0,0.667144,62.8202,-62.8202,0
nominal,23,3530.0,0.658999,63.5385,-63.5385,0
nominal,23,3535.0,0.650645,66.0610,-66.0610,0
nominal,23,3540.0,0.641843,70.4039,-70.4039,0
nominal,23,3545.0,0.632378,76.2255,-76.2255,0
nominal,23,3550.0,0.622094,82.9232,-82.9232,0
nominal,23,3555.0,0.610937,89.5919,-89.5919,0
nominal,23,3560.0,0.598968,95.3670,-95.3670,0
nominal,23,3565.0,0.585573,108.5192,-108.5192,0
nominal,23,3570.0,0.571385,110.7980,-110.7980,0
nominal,23,3575.0,0.557584,99.7617,-99.7617,0
nominal,23,3580.0,0.545207,86.8259,-86.8259,0
nominal,23,3585.0,0.533218,103.9784,-103.9784,0
nominal,23,3590.0,0.520176,105.2164,-105.2164,0
nominal,23,3595.0,0.507562,109.4337,-109.4337,0
nominal,23,3600.0,0.494319,111.7530,-111.7530,0
nominal,23,3605.0,0.481314,100.4417,-100.4417,0
nominal,23,3610.0,0.467553,115.5651,-115.5651,0
nominal,23,3615.0,0.452359,119.4010,-119.4010,0
nominal,23,3620.0,0.438332,85.1337,-85.1337,0
nominal,23,3625.0,0.425805,107.7332,-107.7332,0
nominal,23,3630.0,0.413403,84.0377,-84.0377,0
nominal,23,3635.0,0.404689,69.3043,-69.3043,0
nominal,23,3640.0,0.394978,91.3171,-91.3171,0
nominal,23,3645.0,0.383859,78.8645,-78.8645,0
nominal,23,3650.0,0.376419,52.8896,-52.8896,0
nominal,23,3655.0,0.369632,52.7689,-52.7689,0
nominal,23,3660.0,0.360018,80.3999,-80.3999,0
nominal,23,3665.0,0.351357,44.7287,-44.7287,0
nominal,23,3670.0,0.351329,67.4598,13.1540,1
nominal,23,3675.0,0.353751,65.8365,14.7774,1
nominal,23,3680.0,0.355360,60.3360,20.2778,1
nominal,23,3685.0,0.357428,69.6690,10.9449,1
nominal,23,3690.0,0.359865,54.3939,26.2200,1
nominal,23,3695.0,0.363592,54.7965,25.8174,1
nominal,23,3700.0,0.366218,68.8683,11.7456,1
nominal,23,3705.0,0.368301,65.0477,15.5662,1
nominal,23,3710.0,0.370767,67.1744,13.4395,1
nominal,23,3715.0,0.374574,61.8765,18.7373,1
nominal,23,3720.0,0.375807,76.4839,4.1300,1
nominal,23,3725.0,0.378283,66.9659,13.6480,1
nominal,23,3730.0,0.379927,70.7552,9.8587,1
nominal,23,3735.0,0.381989,71.9582,8.6557,1
nominal,23,3740.0,0.383924,56.3646,24.2493,1
nominal,23,3745.0,0.387237,56.9110,23.7029,1
nominal,23,3750.0,0.391102,49.9332,30.6806,1
nominal,23,3755.0,0.394421,65.3864,15.2275,1
nominal,23,3760.0,0.397545,41.1683,39.4456,1
nominal,23,3765.0,0.402413,47.1329,33.4810,1
nominal,23,3770.0,0.406957,42.1551,38.4588,1
nominal,23,3775.0,0.412705,19.8579,60.7560,1
nominal,23,3780.0,0.419671,34.5213,46.0925,1
nominal,23,3785.0,0.423111,48.4086,32.2053,1
nominal,23,3790.0,0.426940,50.4497,30.1642,1
nominal,23,3795.0,0.431357,39.8228,40.7911,1
nominal,23,3800.0,0.434550,56.4605,24.1533,1
nominal,23,3805.0,0.438071,45.8150,34.7989,1
nominal,23,3810.0,0.442428,43.9319,36.6820,1
nominal,23,3815.0,0.446927,43.6093,37.0045,1
nominal,23,3820.0,0.451141,49.6660,30.9479,1
nominal,23,3825.0,0.454675,53.7513,26.8625,1
nominal,23,3830.0,0.457567,60.0863,20.5276,1
nominal,23,3835.0,0.459592,67.7991,12.8148,1
nominal,23,3840.0,0.462417,51.6953,28.9186,1
nominal,23,3845.0,0.464528,70.6562,9.9577,1
nominal,23,3850.0,0.464741,83.5293,-2.9154,1
nominal,23,3855.0,0.463795,90.1706,-9.5567,1
nominal,23,3860.0,0.462446,91.7128,-11.0989,1
nominal,23,3865.0,0.460954,92.5695,-11.9556,1
nominal,23,3870.0,0.460076,93.0209,-12.4070,1
nominal,23,3875.0,0.458272,95.7173,-15.1034,1
nominal,23,3880.0,0.456113,99.0704,-18.4565,1
nominal,23,3885.0,0.453454,103.3210,-22.7071,1
nominal,23,3890.0,0.450233,107.6018,-26.9879,1
nominal,23,3895.0,0.446543,109.7485,-29.1346,1
nominal,23,3900.0,0.442762,109.9340,-29.3201,1
nominal,23,3905.0,0.439049,108.4063,-27.7924,1
nominal,23,3910.0,0.435685,104.6471,-24.0332,1
nominal,23,3915.0,0.432915,99.4256,-18.8118,1
nominal,23,3920.0,0.430848,93.9916,-13.3777,1
nominal,23,3925.0,0.429425,89.6249,-9.0110,1
nominal,23,3930.0,0.428442,87.2386,-6.6247,1
nominal,23,3935.0,0.427621,86.4313,-5.8174,1
nominal,23,3940.0,0.426723,89.6264,-9.0125,1
nominal,23,3945.0,0.425430,91.8549,-11.2411,1
nominal,23,3950.0,0.423799,94.4843,-13.8704,1
nominal,23,3955.0,0.422879,78.2830,2.3309,1
nominal,23,3960.0,0.421424,90.0579,-9.4440,1
nominal,23,3965.0,0.420592,91.7680,-11.1541,1
nominal,23,3970.0,0.419787,93.9159,-13.3020,1
nominal,23,3975.0,0.418302,92.0640,-11.4501,1
nominal,23,3980.0,0.416976,91.0897,-10.4759,1
nominal,23,3985.0,0.415598,91.7528,-11.1389,1
nominal,23,3990.0,0.414023,94.0472,-13.4333,1
nominal,23,3995.0,0.412162,97.1180,-16.5041,1
nominal,23,4000.0,0.409818,98.7797,-18.1658,1
nominal,23,4005.0,0.408510,98.5305,-17.9166,1
nominal,23,4010.0,0.407107,97.8915,-17.2776,1
nominal,23,4015.0,0.405610,96.5009,-15.8871,1
nominal,23,4020.0,0.404225,92.8917,-12.2778,1
nominal,23,4025.0,0.403083,85.9693,-5.3554,1
nominal,23,4030.0,0.402953,74.5591,6.0548,1
nominal,23,4035.0,0.404024,64.0901,16.5238,1
nominal,23,4040.0,0.408155,46.2421,34.3718,1
nominal,23,4045.0,0.413229,21.1672,59.4467,1
nominal,23,4050.0,0.419506,38.3154,42.2985,1
nominal,23,4055.0,0.425448,23.1857,57.4282,1
nominal,23,4060.0,0.432153,22.3403,58.2736,1
nominal,23,4065.0,0.439942,8.4280,72.1859,1
nominal,23,4070.0,0.449660,-12.0488,92.6627,1
nominal,23,4075.0,0.460323,-9.6726,90.2865,1
nominal,23,4080.0,0.471910,-18.9604,99.5743,1
nominal,23,4085.0,0.484465,-25.7435,106.3574,1
nominal,23,4090.0,0.497631,-28.9174,109.5313,1
nominal,23,4095.0,0.511794,-49.4637,130.0776,1
nominal,23,4100.0,0.526150,-42.4611,123.0750,1
nominal,23,4105.0,0.539869,-36.7411,117.3550,1
nominal,23,4110.0,0.553168,-11.8540,92.4679,1
nominal,23,4115.0,0.564147,-8.7353,89.3492,1
nominal,23,4120.0,0.575205,-8.8432,89.4571,1
nominal,23,4125.0,0.585350,-0.7702,81.3841,1
nominal,23,4130.0,0.595193,-0.1984,80.8123,1
nominal,23,4135.0,0.609508,-59.3942,140.0081,1
nominal,23,4140.0,0.625904,-36.7598,117.3736,1
nominal,23,4145.0,0.637659,-10.6355,91.2494,1
nominal,23,4150.0,0.649433,-21.8175,102.4314,1
nominal,23,4155.0,0.662546,-26.4874,107.1013,1
nominal,23,4160.0,0.675023,-17.3877,98.0016,1
nominal,23,4165.0,0.686047,-1.4245,82.0384,1
nominal,23,4170.0,0.694350,15.7297,64.8842,1
nominal,23,4175.0,0.702933,4.6934,75.9205,1
nominal,23,4180.0,0.711921,10.4644,70.1495,1
nominal,23,4185.0,0.721816,-8.0200,88.6339,1
nominal,23,4190.0,0.731785,-5.6316,86.2455,1
nominal,23,4195.0,0.742340,-4.6340,85.2479,1
nominal,23,4200.0,0.750233,-5.3062,5.3062,0
nominal,23,4205.0,0.750948,9.5935,-9.5935,0
nominal,23,4210.0,0.751785,-19.9504,19.9504,0
nominal,23,4215.0,0.753830,-6.5756,6.5756,0
nominal,23,4220.0,0.754797,-4.7285,4.7285,0
nominal,23,4225.0,0.754602,-1.6009,1.6009,0
nominal,23,4230.0,0.754267,-10.7121,10.7121,0
nominal,23,4235.0,0.754460,-3.2229,3.2229,0
nominal,23,4240.0,0.753411,9.7769,-9.7769,0
nominal,23,4245.0,0.751103,12.7662,-12.7662,0
nominal,23,4250.0,0.750105,1.9103,-1.9103,0
nominal,23,4255.0,0.748424,23.0252,-23.0252,0
nominal,23,4260.0,0.745187,22.7647,-22.7647,0
nominal,23,4265.0,0.743109,16.7271,-16.7271,0
nominal,23,4270.0,0.740653,19.2026,-19.2026,0
nominal,23,4275.0,0.738405,30.5841,-30.5841,0
nominal,23,4280.0,0.734813,32.7182,-32.7182,0
nominal,23,4285.0,0.730024,22.8506,-22.8506,0
nominal,23,4290.0,0.726080,45.1066,-45.1066,0
nominal,23,4295.0,0.719680,69.3095,-69.3095,0
nominal,23,4300.0,0.711393,64.3745,-64.3745,0
nominal,23,4305.0,0.703008,60.6386,-60.6386,0
nominal,23,4310.0,0.696508,59.7144,-59.7144,0
nominal,23,4315.0,0.687110,79.0127,-79.0127,0
nominal,23,4320.0,0.677490,66.3097,-66.3097,0
nominal,23,4325.0,0.667761,81.1514,-81.1514,0
nominal,23,4330.0,0.656960,77.3958,-77.3958,0
nominal,23,4335.0,0.647914,57.4470,-57.4470,0
nominal,23,4340.0,0.638611,85.0100,-85.0100,0
nominal,23,4345.0,0.629222,55.6678,-55.6678,0
nominal,23,4350.0,0.620742,51.8868,-51.8868,0
nominal,23,4355.0,0.612898,47.1603,-47.1603,0
nominal,23,4360.0,0.605568,63.8384,-63.8384,0
nominal,23,4365.0,0.598664,48.4877,-48.4877,0
nominal,23,4370.0,0.591088,58.2853,-58.2853,0
nominal,23,4375.0,0.584343,54.0184,-54.0184,0
nominal,23,4380.0,0.577490,43.6266,-43.6266,0
nominal,23,4385.0,0.573159,35.6397,-35.6397,0
nominal,23,4390.0,0.566294,55.1951,-55.1951,0
nominal,23,4395.0,0.559072,52.4403,-52.4403,0
nominal,23,4400.0,0.553235,42.8437,-42.8437,0
nominal,23,4405.0,0.547463,52.3932,-52.3932,0
nominal,23,4410.0,0.541692,42.8167,-42.8167,0
nominal,23,4415.0,0.535762,45.9271,-45.9271,0
nominal,23,4420.0,0.529975,47.0285,-47.0285,0
nominal,23,4425.0,0.524611,46.9473,-46.9473,0
nominal,23,4430.0,0.517008,51.8453,-51.8453,0
nominal,23,4435.0,0.509075,68.7629,-68.7629,0
nominal,23,4440.0,0.500353,66.3444,-66.3444,0
nominal,23,4445.0,0.490775,72.6738,-72.6738,0
nominal,23,4450.0,0.483530,58.2712,-58.2712,0
nominal,23,4455.0,0.476868,52.5594,-52.5594,0
nominal,23,4460.0,0.470471,51.0106,-51.0106,0
nominal,23,4465.0,0.464477,38.2795,-38.2795,0
nominal,23,4470.0,0.458138,49.3044,-49.3044,0
nominal,23,4475.0,0.451145,52.5042,-52.5042,0
nominal,23,4480.0,0.443637,62.5777,-62.5777,0
nominal,23,4485.0,0.436674,49.2480,-49.2480,0
nominal,23,4490.0,0.430854,35.1915,-35.1915,0
nominal,23,4495.0,0.426280,34.0019,-34.0019,0
nominal,23,4500.0,0.421222,37.2788,-37.2788,0
nominal,23,4505.0,0.417347,51.1654,-51.1654,0
nominal,23,4510.0,0.412812,30.7401,-30.7401,0
nominal,23,4515.0,0.407425,47.4411,-47.4411,0
nominal,23,4520.0,0.400770,66.6419,-66.6419,0
nominal,23,4525.0,0.393006,59.1222,-59.1222,0
nominal,23,4530.0,0.385614,72.4613,-72.4613,0
nominal,23,4535.0,0.376104,80.6331,-80.6331,0
nominal,23,4540.0,0.366438,60.1051,-60.1051,0
nominal,23,4545.0,0.357458,85.4367,-85.4367,0
nominal,23,4550.0,0.349884,76.4372,4.1766,1
nominal,23,4555.0,0.351433,77.2205,3.3934,1
nominal,23,4560.0,0.351600,77.8748,2.7391,1
nominal,23,4565.0,0.351361,67.7258,12.8881,1
nominal,23,4570.0,0.353172,72.1589,8.4550,1
nominal,23,4575.0,0.353177,92.0001,-11.3862,1
nominal,23,4580.0,0.350094,100.1038,-19.4899,1
nominal,23,4585.0,0.347700,107.0626,-26.4487,1
nominal,23,4590.0,0.343436,109.7257,-29.1118,1
nominal,23,4595.0,0.339128,107.6477,-27.0339,1
nominal,23,4600.0,0.335853,112.4735,-31.8596,1
nominal,23,4605.0,0.331985,103.7635,-23.1496,1
nominal,23,4610.0,0.329535,103.2342,-22.6203,1
nominal,23,4615.0,0.326866,97.8850,-17.2712,1
nominal,23,4620.0,0.325323,98.3514,-17.7375,1
nominal,23,4625.0,0.323634,87.1316,-6.5177,1
nominal,23,4630.0,0.321468,95.7983,-15.1844,1
nominal,23,4635.0,0.319940,89.3247,-8.7108,1
nominal,23,4640.0,0.318737,100.3702,-19.7563,1
nominal,23,4645.0,0.317969,83.2556,-2.6418,1
nominal,23,4650.0,0.317322,101.6741,-21.0602,1
nominal,23,4655.0,0.315192,96.9271,-16.3132,1
nominal,23,4660.0,0.313551,82.1010,-1.4871,1
nominal,23,4665.0,0.314674,68.6256,11.9883,1
nominal,23,4670.0,0.315807,69.6282,10.9857,1
nominal,23,4675.0,0.316473,80.9472,-0.3333,1
nominal,23,4680.0,0.315355,97.1631,-16.5492,1
nominal,23,4685.0,0.314491,97.3625,-16.7486,1
nominal,23,4690.0,0.312758,90.2892,-9.6753,1
nominal,23,4695.0,0.311445,94.6239,-14.0101,1
nominal,23,4700.0,0.310302,74.9797,5.6342,1
nominal,23,4705.0,0.309636,86.7016,-6.0877,1
nominal,23,4710.0,0.307555,93.2886,-12.6747,1
nominal,23,4715.0,0.308142,77.7169,2.8970,1
nominal,23,4720.0,0.309608,61.1008,19.5131,1
nominal,23,4725.0,0.310009,90.4052,-9.7913,1
nominal,23,4730.0,0.310857,58.4139,22.2000,1
nominal,23,4735.0,0.314207,47.8233,32.7906,1
nominal,23,4740.0,0.315824,74.7990,5.8149,1
nominal,23,4745.0,0.317181,67.1506,13.4633,1
nominal,23,4750.0,0.318955,64.9538,15.6601,1
nominal,23,4755.0,0.321249,66.4337,14.1802,1
nominal,23,4760.0,0.324839,40.7138,39.9001,1
nominal,23,4765.0,0.329272,38.2597,42.3542,1
nominal,23,4770.0,0.336147,-14.4876,95.1015,1
nominal,23,4775.0,0.348316,-24.1882,104.8020,1
nominal,23,4780.0,0.359710,11.7174,68.8965,1
nominal,23,4785.0,0.367688,20.1506,60.4633,1
nominal,23,4790.0,0.376165,4.9262,75.6877,1
nominal,23,4795.0,0.387122,-7.4536,88.0675,1
nominal,23,4800.0,0.397085,-4.3544,84.9682,1
nominal,23,4805.0,0.407393,-4.8766,85.4905,1
nominal,23,4810.0,0.418035,2.0000,78.6139,1
nominal,23,4815.0,0.428000,0.5936,80.0203,1
nominal,23,4820.0,0.437501,8.5916,72.0223,1
nominal,23,4825.0,0.446347,7.1122,73.5017,1
nominal,23,4830.0,0.454703,11.7137,68.9002,1
nominal,23,4835.0,0.462731,11.0871,69.5268,1
nominal,23,4840.0,0.471858,7.3718,73.2421,1
nominal,23,4845.0,0.481634,-9.9993,90.6132,1
nominal,23,4850.0,0.492048,2.0000,78.6139,1
nominal,23,4855.0,0.500790,9.9528,70.6611,1
