t_s,v_kmh,grade_pct,P_wheel_kW,P_direct_kW,P_bus_kW,P_batt_kW,E_batt_kWh,P_regen_capt_kW
5776.2000,63.3858,-0.2846,28.4627,0.0000,34.8810,-25.9113,0.8157,0.0000
5776.3000,63.4075,-0.2791,28.0103,0.0000,34.3584,-25.3726,0.8150,0.0000
5776.4000,63.4284,-0.2736,27.4424,0.0000,33.7022,-24.6961,0.8143,0.0000
5776.5000,63.4462,-0.2680,26.1020,0.0000,32.1539,-23.0999,0.8136,0.0000
5776.6000,63.4587,-0.2625,24.6571,0.0000,30.4846,-21.3789,0.8130,0.0000
5776.7000,63.4675,-0.2569,23.9662,0.0000,29.6865,-20.5562,0.8124,0.0000
5776.8000,63.4755,-0.2514,23.6360,0.0000,29.3051,-20.1629,0.8119,0.0000
5776.9000,63.4819,-0.2459,23.6262,0.0000,29.2938,-20.1513,0.8113,0.0000
5777.0000,63.4894,-0.2403,24.3781,0.0000,30.1623,-21.0467,0.8107,0.0000
5777.1000,63.4999,-0.2348,25.6533,0.0000,31.6355,-22.5654,0.8101,0.0000
5777.2000,63.5145,-0.2292,26.6285,0.0000,32.7621,-23.7269,0.8095,0.0000
5777.3000,63.5304,-0.2237,27.3730,0.0000,33.6222,-24.6136,0.8088,0.0000
5777.4000,63.5490,-0.2181,28.2035,0.0000,34.5815,-25.6025,0.8081,0.0000
5777.5000,63.5693,-0.2126,28.5058,0.0000,34.9308,-25.9626,0.8074,0.0000
5777.6000,63.5892,-0.2070,28.0642,0.0000,34.4207,-25.4367,0.8067,0.0000
5777.7000,63.6064,-0.2015,27.1737,0.0000,33.3919,-24.3762,0.8060,0.0000
5777.8000,63.6206,-0.1959,26.0166,0.0000,32.0552,-22.9981,0.8053,0.0000
5777.9000,63.6305,-0.1904,24.9037,0.0000,30.7696,-21.6727,0.8047,0.0000
5778.0000,63.6376,-0.1848,23.9490,0.0000,29.6666,-20.5356,0.8041,0.0000
5778.1000,63.6414,-0.1793,23.0696,0.0000,28.6507,-19.4883,0.8036,0.0000
5778.2000,63.6429,-0.1737,23.0277,0.0000,28.6023,-19.4385,0.8030,0.0000
5778.3000,63.6461,-0.1682,24.0362,0.0000,29.7673,-20.6395,0.8025,0.0000
5778.4000,63.6532,-0.1626,25.4717,0.0000,31.4257,-22.3491,0.8019,0.0000
5778.5000,63.6645,-0.1571,27.5488,0.0000,33.8252,-24.8229,0.8012,0.0000
5778.6000,63.6835,-0.1515,29.9167,0.0000,36.5607,-27.6429,0.8005,0.0000
5778.7000,63.7083,-0.1460,31.6374,0.0000,38.5485,-29.6922,0.7997,0.0000
5778.8000,63.7370,-0.1404,32.5993,0.0000,39.6597,-30.8378,0.7989,0.0000
5778.9000,63.7670,-0.1349,32.7064,0.0000,39.7835,-30.9654,0.7980,0.0000
5779.0000,63.7958,-0.1294,32.2010,0.0000,39.1996,-30.3635,0.7971,0.0000
5779.1000,63.8223,-0.1238,31.4862,0.0000,38.3739,-29.5122,0.7963,0.0000
5779.2000,63.8463,-0.1183,30.6727,0.0000,37.4341,-28.5433,0.7955,0.0000
5779.3000,63.8675,-0.1127,29.4618,0.0000,36.0351,-27.1011,0.7947,0.0000
5779.4000,63.8838,-0.1072,28.0303,0.0000,34.3815,-25.3963,0.7940,0.0000
5779.5000,63.8961,-0.1017,26.4665,0.0000,32.5749,-23.5339,0.7933,0.0000
5779.6000,63.9028,-0.0961,24.8076,0.0000,30.6585,-21.5582,0.7927,0.0000
5779.7000,63.9048,-0.0906,23.0492,0.0000,28.6272,-19.4641,0.7921,0.0000
5779.8000,63.9007,-0.0851,21.2854,0.0000,26.5895,-17.3634,0.7916,0.0000
5779.9000,63.8919,-0.0796,19.6781,0.0000,24.7327,-15.4492,0.7912,0.0000
5780.0000,63.8780,-0.0740,18.4470,0.0000,23.3106,-13.9830,0.7908,0.0000
5780.1000,63.8617,-0.0685,17.8557,0.0000,22.6275,-13.2788,0.7904,0.0000
5780.2000,63.8440,-0.0630,17.5991,0.0000,22.3311,-12.9732,0.7900,0.0000
5780.3000,63.8258,-0.0575,17.5554,0.0000,22.2805,-12.9211,0.7896,0.0000
5780.4000,63.8075,-0.0520,17.7161,0.0000,22.4662,-13.1126,0.7893,0.0000
5780.5000,63.7900,-0.0466,17.4721,0.0000,22.1843,-12.8219,0.7889,0.0000
5780.6000,63.7700,-0.0411,16.5899,0.0000,21.1651,-11.7712,0.7886,0.0000
5780.7000,63.7470,-0.0356,15.5944,0.0000,20.0151,-10.5857,0.7883,0.0000
5780.8000,63.7208,-0.0301,14.6008,0.0000,18.8673,-9.4024,0.7880,0.0000
5780.9000,63.6916,-0.0247,13.3150,0.0000,17.3819,-7.8710,0.7878,0.0000
5781.0000,63.6575,-0.0192,11.8378,0.0000,15.6754,-6.1117,0.7876,0.0000
5781.1000,63.6194,-0.0138,10.3504,0.0000,13.9571,-4.3403,0.7874,0.0000
5781.2000,63.5762,-0.0084,9.3218,0.0000,12.7688,-3.1152,0.7873,0.0000
5781.3000,63.5317,-0.0030,9.2601,0.0000,12.6975,-3.0418,0.7872,0.0000
5781.4000,63.4880,0.0025,10.0071,0.0000,13.5605,-3.9314,0.7871,0.0000
5781.5000,63.4477,0.0079,11.0650,0.0000,14.7827,-5.1914,0.7870,0.0000
5781.6000,63.4101,0.0132,11.8458,0.0000,15.6847,-6.1213,0.7868,0.0000
5781.7000,63.3743,0.0186,11.9674,0.0000,15.8251,-6.2661,0.7867,0.0000
5781.8000,63.3371,0.0240,11.4965,0.0000,15.2811,-5.7052,0.7865,0.0000
5781.9000,63.2982,0.0294,10.6084,0.0000,14.2551,-4.6475,0.7864,0.0000
5782.0000,63.2556,0.0347,9.8846,0.0000,13.4190,-3.7856,0.7862,0.0000
5782.1000,63.2121,0.0400,9.5986,0.0000,13.0887,-3.4450,0.7861,0.0000
5782.2000,63.1676,0.0454,9.0981,0.0000,12.5104,-2.8488,0.7861,0.0000
5782.3000,63.1209,0.0507,8.2691,0.0000,11.5527,-1.8616,0.7860,0.0000
5782.4000,63.0712,0.0560,7.6650,0.0000,10.8549,-1.1421,0.7860,0.0000
5782.5000,63.0208,0.0613,7.5015,0.0000,10.6660,-0.9474,0.7859,0.0000
5782.6000,62.9699,0.0666,7.8461,0.0000,11.0641,-1.3578,0.7859,0.0000
5782.7000,62.9213,0.0718,8.9680,0.0000,12.3601,-2.6938,0.7858,0.0000
5782.8000,62.8769,0.0771,10.1653,0.0000,13.7433,-4.1198,0.7857,0.0000
5782.9000,62.8354,0.0823,11.1876,0.0000,14.9243,-5.3373,0.7856,0.0000
5783.0000,62.7969,0.0876,11.8235,0.0000,15.6589,-6.0947,0.7855,0.0000
5783.1000,62.7590,0.0928,11.8753,0.0000,15.7187,-6.1563,0.7853,0.0000
5783.2000,62.7206,0.0980,12.0587,0.0000,15.9306,-6.3748,0.7851,0.0000
5783.3000,62.6835,0.1032,12.9375,0.0000,16.9458,-7.4215,0.7849,0.0000
5783.4000,62.6503,0.1084,14.0212,0.0000,18.1977,-8.7121,0.7847,0.0000
5783.5000,62.6195,0.1135,14.7328,0.0000,19.0197,-9.5595,0.7844,0.0000
5783.6000,62.5903,0.1187,15.2884,0.0000,19.6616,-10.2212,0.7842,0.0000
5783.7000,62.5627,0.1239,15.2315,0.0000,19.5959,-10.1534,0.7839,0.0000
5783.8000,62.5329,0.1290,14.8685,0.0000,19.1765,-9.7211,0.7836,0.0000
5783.9000,62.5028,0.1341,15.1593,0.0000,19.5124,-10.0674,0.7833,0.0000
5784.0000,62.4746,0.1392,16.0871,0.0000,20.5843,-11.1724,0.7830,0.0000
5784.1000,62.4499,0.1443,17.5899,0.0000,22.3204,-12.9623,0.7827,0.0000
5784.2000,62.4305,0.1494,19.6255,0.0000,24.6719,-15.3865,0.7823,0.0000
5784.3000,62.4178,0.1545,21.7467,0.0000,27.1225,-17.9129,0.7818,0.0000
5784.4000,62.4109,0.1596,23.3561,0.0000,28.9817,-19.8296,0.7813,0.0000
5784.5000,62.4077,0.1646,24.7225,0.0000,30.5602,-21.4569,0.7807,0.0000
5784.6000,62.4088,0.1697,26.2137,0.0000,32.2828,-23.2328,0.7801,0.0000
5784.7000,62.4142,0.1747,27.5447,0.0000,33.8205,-24.8180,0.7795,0.0000
5784.8000,62.4230,0.1798,28.4909,0.0000,34.9136,-25.9449,0.7788,0.0000
5784.9000,62.4338,0.1848,28.9747,0.0000,35.4725,-26.5211,0.7780,0.0000
5785.0000,62.4451,0.1898,29.2363,0.0000,35.7747,-26.8327,0.7773,0.0000
5785.1000,62.4570,0.1948,28.9412,0.0000,35.4337,-26.4812,0.7765,0.0000
5785.2000,62.4661,0.1998,28.2584,0.0000,34.6450,-25.6680,0.7758,0.0000
5785.3000,62.4736,0.2047,27.8004,0.0000,34.1158,-25.1225,0.7751,0.0000
5785.4000,62.4795,0.2097,27.6312,0.0000,33.9204,-24.9210,0.7744,0.0000
5785.5000,62.4856,0.2147,27.7069,0.0000,34.0078,-25.0111,0.7737,0.0000
5785.6000,62.4916,0.2196,27.6214,0.0000,33.9091,-24.9093,0.7730,0.0000
5785.7000,62.4968,0.2245,27.5438,0.0000,33.8194,-24.8169,0.7723,0.0000
5785.8000,62.5020,0.2295,27.9026,0.0000,34.2339,-25.2442,0.7716,0.0000
5785.9000,62.5090,0.2344,28.2871,0.0000,34.6781,-25.7022,0.7709,0.0000
5786.0000,62.5162,0.2393,28.0812,0.0000,34.4403,-25.4569,0.7702,0.0000
5786.1000,62.5215,0.2442,27.8760,0.0000,34.2033,-25.2126,0.7695,0.0000
5786.2000,62.5271,0.2490,27.9115,0.0000,34.2442,-25.2548,0.7688,0.0000
5786.3000,62.5323,0.2539,27.4001,0.0000,33.6535,-24.6458,0.7681,0.0000
5786.4000,62.5345,0.2588,26.4956,0.0000,32.6085,-23.5685,0.7675,0.0000
5786.5000,62.5339,0.2636,26.1856,0.0000,32.2505,-23.1994,0.7668,0.0000
5786.6000,62.5338,0.2684,26.4113,0.0000,32.5111,-23.4682,0.7662,0.0000
5786.7000,62.5343,0.2732,26.3975,0.0000,32.4952,-23.4517,0.7655,0.0000
5786.8000,62.5338,0.2780,26.4095,0.0000,32.5091,-23.4660,0.7649,0.0000
5786.9000,62.5340,0.2828,26.8093,0.0000,32.9709,-23.9422,0.7642,0.0000
5787.0000,62.5356,0.2876,27.3167,0.0000,33.5571,-24.5465,0.7635,0.0000
5787.1000,62.5385,0.2924,27.7369,0.0000,34.0425,-25.0469,0.7628,0.0000
5787.2000,62.5423,0.2971,28.0967,0.0000,34.4582,-25.4755,0.7621,0.0000
5787.3000,62.5471,0.3018,28.5626,0.0000,34.9964,-26.0303,0.7614,0.0000
5787.4000,62.5533,0.3066,29.1654,0.0000,35.6928,-26.7482,0.7607,0.0000
5787.5000,62.5614,0.3113,29.4870,0.0000,36.0642,-27.1311,0.7599,0.0000
5787.6000,62.5692,0.3160,29.7906,0.0000,36.4150,-27.4928,0.7592,0.0000
5787.7000,62.5787,0.3206,30.7386,0.0000,37.5101,-28.6218,0.7584,0.0000
5787.8000,62.5919,0.3253,31.9011,0.0000,38.8532,-30.0063,0.7576,0.0000
5787.9000,62.6081,0.3300,33.0626,0.0000,40.1949,-31.3896,0.7567,0.0000
5788.0000,62.6279,0.3346,34.1732,0.0000,41.4779,-32.7123,0.7558,0.0000
5788.1000,62.6503,0.3392,34.8973,0.0000,42.3144,-33.5746,0.7549,0.0000
5788.2000,62.6740,0.3439,35.1408,0.0000,42.5957,-33.8646,0.7540,0.0000
5788.3000,62.6974,0.3485,34.8490,0.0000,42.2586,-33.5171,0.7531,0.0000
5788.4000,62.7189,0.3530,34.4562,0.0000,41.8049,-33.0493,0.7521,0.0000
5788.5000,62.7395,0.3576,34.2512,0.0000,41.5680,-32.8052,0.7512,0.0000
5788.6000,62.7594,0.3622,33.9117,0.0000,41.1758,-32.4008,0.7503,0.0000
5788.7000,62.7775,0.3667,33.3869,0.0000,40.5695,-31.7758,0.7494,0.0000
5788.8000,62.7938,0.3713,32.7627,0.0000,39.8485,-31.0325,0.7485,0.0000
5788.9000,62.8078,0.3758,31.9330,0.0000,38.8900,-30.0443,0.7477,0.0000
5789.0000,62.8187,0.3803,31.3610,0.0000,38.2292,-29.3630,0.7469,0.0000
5789.1000,62.8289,0.3848,31.3111,0.0000,38.1716,-29.3037,0.7461,0.0000
5789.2000,62.8391,0.3893,31.5341,0.0000,38.4291,-29.5692,0.7452,0.0000
5789.3000,62.8503,0.3937,32.3239,0.0000,39.3415,-30.5098,0.7444,0.0000
5789.4000,62.8649,0.3982,33.4031,0.0000,40.5882,-31.7951,0.7435,0.0000
5789.5000,62.8821,0.4026,34.1978,0.0000,41.5063,-32.7415,0.7426,0.0000
5789.6000,62.9011,0.4070,34.4852,0.0000,41.8384,-33.0839,0.7417,0.0000
5789.7000,62.9197,0.4114,34.4620,0.0000,41.8116,-33.0562,0.7408,0.0000
5789.8000,62.9381,0.4158,34.0930,0.0000,41.3852,-32.6167,0.7399,0.0000
5789.9000,62.9541,0.4202,33.3950,0.0000,40.5789,-31.7855,0.7390,0.0000
5790.0000,62.9680,0.4245,32.7525,0.0000,39.8367,-31.0203,0.7381,0.0000
5790.1000,62.9797,0.4289,32.3768,0.0000,39.4027,-30.5729,0.7373,0.0000
5790.2000,62.9909,0.4332,32.1579,0.0000,39.1498,-30.3121,0.7364,0.0000
5790.3000,63.0010,0.4375,31.9995,0.0000,38.9668,-30.1234,0.7356,0.0000
5790.4000,63.0110,0.4418,32.0168,0.0000,38.9868,-30.1441,0.7348,0.0000
5790.5000,63.0208,0.4461,32.2436,0.0000,39.2488,-30.4142,0.7339,0.0000
5790.6000,63.0317,0.4503,32.7998,0.0000,39.8913,-31.0766,0.7331,0.0000
5790.7000,63.0445,0.4546,33.4403,0.0000,40.6313,-31.8394,0.7322,0.0000
5790.8000,63.0590,0.4588,33.9093,0.0000,41.1730,-32.3979,0.7313,0.0000
5790.9000,63.0742,0.4630,34.0773,0.0000,41.3671,-32.5980,0.7304,0.0000
5791.0000,63.0893,0.4672,33.5095,0.0000,40.7112,-31.9218,0.7295,0.0000
5791.1000,63.1008,0.4713,32.4405,0.0000,39.4762,-30.6487,0.7286,0.0000
5791.2000,63.1091,0.4755,31.5213,0.0000,38.4143,-29.5539,0.7278,0.0000
5791.3000,63.1147,0.4796,30.9303,0.0000,37.7316,-28.8501,0.7270,0.0000
5791.4000,63.1192,0.4838,30.8187,0.0000,37.6027,-28.7172,0.7262,0.0000
5791.5000,63.1239,0.4879,31.4270,0.0000,38.3054,-29.4416,0.7254,0.0000
5791.6000,63.1317,0.4920,32.6362,0.0000,39.7024,-30.8818,0.7245,0.0000
5791.7000,63.1433,0.4960,33.6567,0.0000,40.8813,-32.0971,0.7237,0.0000
5791.8000,63.1568,0.5001,34.1108,0.0000,41.4058,-32.6379,0.7228,0.0000
5791.9000,63.1708,0.5041,34.5472,0.0000,41.9100,-33.1577,0.7218,0.0000
5792.0000,63.1866,0.5081,35.1830,0.0000,42.6445,-33.9149,0.7209,0.0000
5792.1000,63.2040,0.5121,35.0698,0.0000,42.5137,-33.7800,0.7200,0.0000
5792.2000,63.2187,0.5161,34.4220,0.0000,41.7653,-33.0086,0.7190,0.0000
5792.3000,63.2319,0.5201,34.2850,0.0000,41.6071,-32.8454,0.7181,0.0000
5792.4000,63.2455,0.5240,34.6200,0.0000,41.9941,-33.2444,0.7172,0.0000
5792.5000,63.2603,0.5279,35.1607,0.0000,42.6187,-33.8883,0.7163,0.0000
5792.6000,63.2768,0.5318,35.9537,0.0000,43.5348,-34.8328,0.7153,0.0000
5792.7000,63.2960,0.5357,36.7950,0.0000,44.5067,-35.8347,0.7143,0.0000
5792.8000,63.3171,0.5396,37.4666,0.0000,45.2826,-36.6346,0.7133,0.0000
5792.9000,63.3399,0.5435,37.5556,0.0000,45.3854,-36.7406,0.7123,0.0000
5793.0000,63.3611,0.5473,36.9558,0.0000,44.6925,-36.0262,0.7113,0.0000
5793.1000,63.3799,0.5511,36.4971,0.0000,44.1625,-35.4799,0.7103,0.0000
5793.2000,63.3981,0.5549,36.6716,0.0000,44.3641,-35.6877,0.7093,0.0000
5793.3000,63.4176,0.5587,37.0068,0.0000,44.7514,-36.0870,0.7083,0.0000
5793.4000,63.4373,0.5624,36.9576,0.0000,44.6945,-36.0284,0.7073,0.0000
5793.5000,63.4562,0.5662,36.8647,0.0000,44.5872,-35.9177,0.7063,0.0000
5793.6000,63.4750,0.5699,36.6303,0.0000,44.3165,-35.6386,0.7053,0.0000
5793.7000,63.4921,0.5736,36.3162,0.0000,43.9536,-35.2645,0.7043,0.0000
5793.8000,63.5087,0.5773,36.2334,0.0000,43.8579,-35.1658,0.7034,0.0000
5793.9000,63.5249,0.5810,36.2967,0.0000,43.9310,-35.2412,0.7024,0.0000
5794.0000,63.5416,0.5846,35.9565,0.0000,43.5381,-34.8361,0.7014,0.0000
5794.1000,63.5554,0.5882,35.8262,0.0000,43.3876,-34.6810,0.7005,0.0000
5794.2000,63.5710,0.5918,36.3474,0.0000,43.9896,-35.3016,0.6995,0.0000
5794.3000,63.5876,0.5954,36.2648,0.0000,43.8942,-35.2032,0.6985,0.0000
5794.4000,63.6023,0.5990,35.8022,0.0000,43.3598,-34.6523,0.6975,0.0000
5794.5000,63.6159,0.6025,35.5404,0.0000,43.0574,-34.3406,0.6966,0.0000
5794.6000,63.6287,0.6061,34.5737,0.0000,41.9406,-33.1892,0.6956,0.0000
5794.7000,63.6362,0.6096,32.9095,0.0000,40.0180,-31.2072,0.6947,0.0000
5794.8000,63.6389,0.6131,31.9525,0.0000,38.9125,-30.0675,0.6939,0.0000
5794.9000,63.6404,0.6165,31.7433,0.0000,38.6708,-29.8183,0.6931,0.0000
5795.0000,63.6416,0.6200,32.0128,0.0000,38.9821,-30.1393,0.6922,0.0000
5795.1000,63.6445,0.6234,32.8836,0.0000,39.9881,-31.1764,0.6914,0.0000
5795.2000,63.6507,0.6268,33.9982,0.0000,41.2758,-32.5039,0.6905,0.0000
5795.3000,63.6599,0.6302,35.3470,0.0000,42.8339,-34.1102,0.6896,0.0000
5795.4000,63.6737,0.6336,36.5860,0.0000,44.2653,-35.5858,0.6886,0.0000
5795.5000,63.6901,0.6369,37.3953,0.0000,45.2002,-36.5497,0.6876,0.0000
5795.6000,63.7084,0.6402,38.2759,0.0000,46.2174,-37.5984,0.6866,0.0000
5795.7000,63.7295,0.6435,39.0011,0.0000,47.0552,-38.4621,0.6855,0.0000
5795.8000,63.7518,0.6468,39.2351,0.0000,47.3255,-38.7407,0.6844,0.0000
5795.9000,63.7740,0.6501,39.0075,0.0000,47.0626,-38.4697,0.6834,0.0000
5796.0000,63.7945,0.6533,38.2603,0.0000,46.1995,-37.5799,0.6823,0.0000
5796.1000,63.8120,0.6565,37.1789,0.0000,44.9502,-36.2920,0.6813,0.0000
5796.2000,63.8258,0.6597,36.0066,0.0000,43.5960,-34.8958,0.6803,0.0000
5796.3000,63.8360,0.6629,34.4727,0.0000,41.8239,-33.0690,0.6793,0.0000
5796.4000,63.8405,0.6661,33.1733,0.0000,40.3228,-31.5214,0.6785,0.0000
5796.5000,63.8427,0.6692,32.9976,0.0000,40.1198,-31.3121,0.6776,0.0000
5796.6000,63.8459,0.6723,33.3767,0.0000,40.5578,-31.7637,0.6767,0.0000
5796.7000,63.8502,0.6754,33.9813,0.0000,41.2562,-32.4837,0.6758,0.0000
5796.8000,63.8568,0.6785,35.1692,0.0000,42.6286,-33.8985,0.6749,0.0000
5796.9000,63.8678,0.6815,36.2115,0.0000,43.8326,-35.1398,0.6739,0.0000
5797.0000,63.8803,0.6845,36.2032,0.0000,43.8230,-35.1299,0.6730,0.0000
5797.1000,63.8910,0.6875,35.6958,0.0000,43.2369,-34.5256,0.6720,0.0000
5797.2000,63.9002,0.6905,34.9764,0.0000,42.4058,-33.6689,0.6710,0.0000
5797.3000,63.9064,0.6935,33.8855,0.0000,41.1456,-32.3697,0.6701,0.0000
5797.4000,63.9089,0.6964,33.0403,0.0000,40.1692,-31.3630,0.6692,0.0000
5797.5000,63.9099,0.6993,33.0358,0.0000,40.1639,-31.3576,0.6684,0.0000
5797.6000,63.9121,0.7022,33.4818,0.0000,40.6792,-31.8889,0.6675,0.0000
5797.7000,63.9156,0.7051,33.8944,0.0000,41.1559,-32.3803,0.6666,0.0000
5797.8000,63.9201,0.7079,34.0158,0.0000,41.2961,-32.5248,0.6657,0.0000
5797.9000,63.9240,0.7108,33.5393,0.0000,40.7456,-31.9573,0.6648,0.0000
5798.0000,63.9255,0.7136,32.5261,0.0000,39.5751,-30.7506,0.6639,0.0000
5798.1000,63.9232,0.7163,31.3776,0.0000,38.2484,-29.3829,0.6631,0.0000
5798.2000,63.9177,0.7191,30.5051,0.0000,37.2404,-28.3437,0.6623,0.0000
5798.3000,63.9102,0.7218,29.6122,0.0000,36.2089,-27.2803,0.6615,0.0000
5798.4000,63.8992,0.7246,28.6723,0.0000,35.1232,-26.1610,0.6608,0.0000
5798.5000,63.8860,0.7272,27.9669,0.0000,34.3083,-25.3209,0.6601,0.0000
5798.6000,63.8708,0.7299,27.2075,0.0000,33.4309,-24.4164,0.6594,0.0000
5798.7000,63.8530,0.7325,25.9572,0.0000,31.9866,-22.9274,0.6587,0.0000
5798.8000,63.8302,0.7352,24.7355,0.0000,30.5753,-21.4724,0.6581,0.0000
5798.9000,63.8051,0.7378,24.1752,0.0000,29.9279,-20.8050,0.6575,0.0000
5799.0000,63.7791,0.7403,23.9772,0.0000,29.6992,-20.5693,0.6569,0.0000
5799.1000,63.7527,0.7429,23.9092,0.0000,29.6206,-20.4882,0.6564,0.0000
5799.2000,63.7262,0.7454,24.3594,0.0000,30.1408,-21.0245,0.6558,0.0000
5799.3000,63.7025,0.7479,25.5587,0.0000,31.5262,-22.4527,0.6552,0.0000
5799.4000,63.6830,0.7504,26.9754,0.0000,33.1628,-24.1400,0.6545,0.0000
5799.5000,63.6677,0.7528,28.1858,0.0000,34.5611,-25.5815,0.6538,0.0000
5799.6000,63.6553,0.7553,29.1143,0.0000,35.6337,-26.6873,0.6531,0.0000
5799.7000,63.6453,0.7577,30.0665,0.0000,36.7337,-27.8213,0.6524,0.0000
5799.8000,63.6385,0.7601,31.0580,0.0000,37.8792,-29.0022,0.6516,0.0000
5799.9000,63.6343,0.7624,31.9793,0.0000,38.9434,-30.0994,0.6508,0.0000
5800.0000,63.6328,0.7648,32.6399,0.0000,39.7066,-30.8862,0.6499,0.0000
5800.1000,63.6323,0.7671,33.0050,0.0000,40.1284,-31.3210,0.6490,0.0000
5800.2000,63.6328,0.7694,32.7082,0.0000,39.7855,-30.9675,0.6482,0.0000
5800.3000,63.6305,0.7716,31.5924,0.0000,38.4965,-29.6386,0.6473,0.0000
5800.4000,63.6242,0.7739,30.2795,0.0000,36.9798,-28.0750,0.6465,0.0000
5800.5000,63.6139,0.7761,29.1338,0.0000,35.6562,-26.7105,0.6458,0.0000
5800.6000,63.6008,0.7783,28.2288,0.0000,34.6108,-25.6328,0.6450,0.0000
5800.7000,63.5851,0.7805,27.9188,0.0000,34.2526,-25.2635,0.6443,0.0000
5800.8000,63.5700,0.7827,28.1328,0.0000,34.4999,-25.5184,0.6436,0.0000
5800.9000,63.5555,0.7848,28.3860,0.0000,34.7924,-25.8200,0.6429,0.0000
5801.0000,63.5418,0.7869,28.5807,0.0000,35.0173,-26.0518,0.6422,0.0000
5801.1000,63.5284,0.7890,28.8350,0.0000,35.3111,-26.3547,0.6415,0.0000
5801.2000,63.5162,0.7910,28.7950,0.0000,35.2649,-26.3071,0.6407,0.0000
5801.3000,63.5025,0.7931,28.3503,0.0000,34.7511,-25.7774,0.6400,0.0000
5801.4000,63.4876,0.7951,27.5439,0.0000,33.8196,-24.8171,0.6393,0.0000
5801.5000,63.4690,0.7971,26.6175,0.0000,32.7494,-23.7138,0.6386,0.0000
5801.6000,63.4485,0.7991,26.0097,0.0000,32.0472,-22.9898,0.6380,0.0000
5801.7000,63.4263,0.8010,25.7935,0.0000,31.7975,-22.7324,0.6374,0.0000
5801.8000,63.4045,0.8029,25.8005,0.0000,31.8055,-22.7407,0.6367,0.0000
5801.9000,63.3823,0.8048,26.2035,0.0000,32.2710,-23.2206,0.6361,0.0000
5802.0000,63.3629,0.8067,26.9183,0.0000,33.0968,-24.0719,0.6354,0.0000
5802.1000,63.3449,0.8086,27.5881,0.0000,33.8706,-24.8697,0.6347,0.0000
5802.2000,63.3295,0.8104,28.4409,0.0000,34.8558,-25.8854,0.6340,0.0000
5802.3000,63.3165,0.8122,29.3269,0.0000,35.8793,-26.9405,0.6333,0.0000
5802.4000,63.3064,0.8140,30.4515,0.0000,37.1785,-28.2798,0.6325,0.0000
5802.5000,63.3000,0.8158,32.0776,0.0000,39.0570,-30.2165,0.6317,0.0000
5802.6000,63.2995,0.8175,33.4889,0.0000,40.6874,-31.8972,0.6309,0.0000
5802.7000,63.3015,0.8192,34.5794,0.0000,41.9472,-33.1960,0.6300,0.0000
5802.8000,63.3073,0.8209,35.7462,0.0000,43.2951,-34.5857,0.6290,0.0000
5802.9000,63.3161,0.8226,36.5314,0.0000,44.2022,-35.5208,0.6280,0.0000
5803.0000,63.3264,0.8242,36.3448,0.0000,43.9866,-35.2985,0.6271,0.0000
5803.1000,63.3339,0.8259,35.6986,0.0000,43.2402,-34.5290,0.6261,0.0000
5803.2000,63.3402,0.8275,34.9294,0.0000,42.3515,-33.6129,0.6251,0.0000
5803.3000,63.3430,0.8291,34.0983,0.0000,41.3914,-32.6230,0.6242,0.0000
5803.4000,63.3442,0.8306,33.2149,0.0000,40.3709,-31.5710,0.6233,0.0000
5803.5000,63.3416,0.8322,32.7666,0.0000,39.8530,-31.0371,0.6225,0.0000
5803.6000,63.3401,0.8337,33.2339,0.0000,40.3928,-31.5936,0.6216,0.0000
5803.7000,63.3402,0.8352,33.3578,0.0000,40.5360,-31.7412,0.6207,0.0000
5803.8000,63.3393,0.8367,33.1431,0.0000,40.2879,-31.4854,0.6198,0.0000
5803.9000,63.3380,0.8381,33.1481,0.0000,40.2937,-31.4915,0.6190,0.0000
5804.0000,63.3371,0.8396,32.5844,0.0000,39.6425,-30.8200,0.6181,0.0000
5804.1000,63.3323,0.8410,31.2272,0.0000,38.0746,-29.2037,0.6173,0.0000
5804.2000,63.3232,0.8424,30.1904,0.0000,36.8768,-27.9689,0.6165,0.0000
5804.3000,63.3123,0.8437,29.3519,0.0000,35.9082,-26.9703,0.6157,0.0000
5804.4000,63.2981,0.8451,28.2565,0.0000,34.6427,-25.6657,0.6150,0.0000
5804.5000,63.2806,0.8464,27.6036,0.0000,33.8885,-24.8881,0.6143,0.0000
5804.6000,63.2626,0.8477,27.5880,0.0000,33.8705,-24.8696,0.6136,0.0000
5804.7000,63.2450,0.8490,28.0250,0.0000,34.3753,-25.3900,0.6129,0.0000
5804.8000,63.2295,0.8502,28.5561,0.0000,34.9888,-26.0225,0.6122,0.0000
5804.9000,63.2151,0.8515,28.8121,0.0000,35.2846,-26.3274,0.6114,0.0000
5805.0000,63.2012,0.8527,28.8461,0.0000,35.3239,-26.3679,0.6107,0.0000
5805.1000,63.1869,0.8539,28.7724,0.0000,35.2388,-26.2801,0.6100,0.0000
5805.2000,63.1726,0.8550,28.4337,0.0000,34.8475,-25.8767,0.6093,0.0000
5805.3000,63.1563,0.8562,27.9058,0.0000,34.2377,-25.2481,0.6085,0.0000
5805.4000,63.1388,0.8573,27.6531,0.0000,33.9457,-24.9471,0.6079,0.0000
5805.5000,63.1211,0.8584,27.3198,0.0000,33.5606,-24.5501,0.6072,0.0000
5805.6000,63.1016,0.8595,26.5955,0.0000,32.7240,-23.6876,0.6065,0.0000
